authorisationnumber	concept_id	concept_name	concept_code	mapping_typ
89200	40239060	abiraterone acetate 250 MG Oral Tablet	1100075	
89202	40164891	metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet	861769	EXACT
89203	36887702	Metformin 850 MG / sitagliptin 50 MG Oral Tablet	OMOP988910	
89204	19135536	tramadol hydrochloride 50 MG/ML Injectable Solution	849329	
89215	19022830	letrozole 2.5 MG Oral Tablet	200064	
89218	36937364	duloxetine 120 MG Delayed Release Oral Capsule	OMOP5197738	
89219	36951912	duloxetine 90 MG Delayed Release Oral Capsule	OMOP5197721	
89221	780446	varenicline 1 MG Oral Tablet	636676	
89222	780444	varenicline 0.5 MG Oral Tablet	636671	
89223	40184184	hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet	979464	EXACT
89224	1309801	eplerenone 50 MG Oral Tablet	351257	
89225	1309800	eplerenone 25 MG Oral Tablet	351256	
89226	21065752	ranolazine 375 MG Extended Release Oral Tablet	OMOP261070	
89227	1337109	ranolazine 500 MG Extended Release Oral Tablet	616492	
89228	21154230	ranolazine 750 MG Extended Release Oral Tablet	OMOP261052	
89229	1718059	caspofungin acetate 50 MG Injection	828755	
89230	1718056	caspofungin acetate 70 MG Injection	828539	
89232	19034647	methylprednisolone 16 MG Oral Tablet [Medrol]	207138	EXACT
89233	19067555	methylprednisolone 4 MG Oral Tablet [Medrol]	260330	EXACT
89234	43527029	atorvastatin 10 MG / ezetimibe 10 MG Oral Tablet	1422086	
89235	43527032	atorvastatin 20 MG / ezetimibe 10 MG Oral Tablet	1422093	
89236	43527035	atorvastatin 40 MG / ezetimibe 10 MG Oral Tablet	1422096	
89237	43527038	atorvastatin 80 MG / ezetimibe 10 MG Oral Tablet	1422099	
89243	793583	daptomycin 350 MG Injection	1996246	EXACT
89244	19102518	daptomycin 500 MG Injection	403920	EXACT
89245	43527038	atorvastatin 80 MG / ezetimibe 10 MG Oral Tablet	1422099	
89246	43527032	atorvastatin 20 MG / ezetimibe 10 MG Oral Tablet	1422093	
89247	43527035	atorvastatin 40 MG / ezetimibe 10 MG Oral Tablet	1422096	
89248	43527032	atorvastatin 20 MG / ezetimibe 10 MG Oral Tablet	1422093	
89249	43527035	atorvastatin 40 MG / ezetimibe 10 MG Oral Tablet	1422096	
89250	43527038	atorvastatin 80 MG / ezetimibe 10 MG Oral Tablet	1422099	
89256	1154343	albuterol	435	BROAD
89257	43011917	albuterol 1 MG/ML / ipratropium bromide 0.2 MG/ML Inhalation Solution	1362214	EXACT
89261	19125045	sitagliptin 25 MG Oral Tablet	665038	
89262	19125049	sitagliptin 50 MG Oral Tablet	665042	
89263	19125041	sitagliptin 100 MG Oral Tablet	665033	
89264	792975	pregabalin 165 MG Extended Release Oral Tablet	1988975	EXACT
89265	792981	pregabalin 82.5 MG Extended Release Oral Tablet	1988981	EXACT
89266	792981	pregabalin 82.5 MG Extended Release Oral Tablet	1988981	EXACT
89268	19072934	alprazolam 0.5 MG Oral Tablet	308048	
89269	781062	alprazolam 1 MG Oral Tablet	197321	
89270	19101779	dexketoprofen 25 MG Oral Tablet	389243	
89271	1466063	landiolol hydrochloride	2712069	BROAD
89277	40164898	metformin hydrochloride 1000 MG Oral Tablet [Glucophage]	861006	EXACT
89279	43527029	atorvastatin 10 MG / ezetimibe 10 MG Oral Tablet	1422086	
89280	43527032	atorvastatin 20 MG / ezetimibe 10 MG Oral Tablet	1422093	
89281	43527035	atorvastatin 40 MG / ezetimibe 10 MG Oral Tablet	1422096	
89282	43527038	atorvastatin 80 MG / ezetimibe 10 MG Oral Tablet	1422099	
89286	40241188	ticagrelor 90 MG Oral Tablet	1116635	
89287	46287538	ticagrelor 60 MG Oral Tablet	1666332	
89305	19103820	venlafaxine 150 MG Extended Release Oral Capsule	411816	
89306	19134632	venlafaxine 37.5 MG Extended Release Oral Capsule	844817	
89307	19103819	venlafaxine 75 MG Extended Release Oral Capsule	411815	
89308	40228154	dabigatran etexilate 150 MG Oral Capsule	1037045	
89309	35606208	dabigatran etexilate 110 MG Oral Capsule	1723476	
89310	40228161	dabigatran etexilate 75 MG Oral Capsule	1037179	
89314	21091518	brinzolamide 10 MG/ML / Timolol 5 MG/ML Ophthalmic Solution	OMOP360565	
89315	43013030	apixaban 5 MG Oral Tablet	1364445	
89316	43013026	apixaban 2.5 MG Oral Tablet	1364435	
89320	40241333	rivaroxaban 10 MG Oral Tablet	1114198	
89321	40244444	rivaroxaban 15 MG Oral Tablet	1232082	
89322	40244448	rivaroxaban 20 MG Oral Tablet	1232086	
89325	725179	mirtazapine 45 MG Oral Tablet	311726	
89337	19087394	lacosamide	623400	BROAD
89338	19087394	lacosamide	623400	BROAD
89339	19087394	lacosamide	623400	BROAD
89342	35604437	dexmedetomidine 0.1 MG/ML Injectable Solution	1788947	EXACT
89343	43527032	atorvastatin 20 MG / ezetimibe 10 MG Oral Tablet	1422093	
89344	43527035	atorvastatin 40 MG / ezetimibe 10 MG Oral Tablet	1422096	
89345	43527038	atorvastatin 80 MG / ezetimibe 10 MG Oral Tablet	1422099	
89353	46287538	ticagrelor 60 MG Oral Tablet	1666332	
89354	40241188	ticagrelor 90 MG Oral Tablet	1116635	
89355	46287538	ticagrelor 60 MG Oral Tablet	1666332	
89356	40241188	ticagrelor 90 MG Oral Tablet	1116635	
89358	19124368	aripiprazole 30 MG Disintegrating Oral Tablet	643058	
89359	19124368	aripiprazole 30 MG Disintegrating Oral Tablet	643058	
89367	715235	baclofen 10 MG Oral Tablet	197391	
89368	40235683	cholecalciferol 0.25 MG/ML Oral Solution	1088134	
89371	40228161	dabigatran etexilate 75 MG Oral Capsule	1037179	EXACT
89373	40228154	dabigatran etexilate 150 MG Oral Capsule	1037045	
89374	40228161	dabigatran etexilate 75 MG Oral Capsule	1037179	
89375	35606208	dabigatran etexilate 110 MG Oral Capsule	1723476	
89376	19019418	omeprazole 20 MG Delayed Release Oral Capsule	198051	
89390	40228161	dabigatran etexilate 75 MG Oral Capsule	1037179	
89391	35606208	dabigatran etexilate 110 MG Oral Capsule	1723476	
89392	40228154	dabigatran etexilate 150 MG Oral Capsule	1037045	
89393	42900586	teriflunomide 14 MG Oral Tablet	1310525	
89399	701322	memantine	6719	BROAD
89400	701322	memantine	6719	BROAD
89401	43527029	atorvastatin 10 MG / ezetimibe 10 MG Oral Tablet	1422086	
89402	43527032	atorvastatin 20 MG / ezetimibe 10 MG Oral Tablet	1422093	
89403	43527035	atorvastatin 40 MG / ezetimibe 10 MG Oral Tablet	1422096	
89404	43527038	atorvastatin 80 MG / ezetimibe 10 MG Oral Tablet	1422099	
89406	40165018	meperidine hydrochloride 50 MG/ML	861462	EXACT
89410	43013030	apixaban 5 MG Oral Tablet	1364445	
89411	1337103	ambrisentan 5 MG Oral Tablet	722122	
89413	1594705	sotalol hydrochloride 80 MG Oral Tablet	1923426	EXACT
89425	1593930	pirfenidone 801 MG Oral Tablet	1868018	
89426	1593926	pirfenidone 267 MG Oral Tablet	1868014	
89428	44042873	hepatitis B immune globulin Intramuscular Solution	OMOP1037504	EXACT
89430	45775399	nintedanib 100 MG Oral Capsule	1592742	
89431	45775405	nintedanib 150 MG Oral Capsule	1592750	
89432	43283222	Iron 50 MG/ML Injection	OMOP535588	
89433	43265375	Lactobacillus plantarum Oral Capsule	OMOP546740	BROAD
89434	43265375	Lactobacillus plantarum Oral Capsule	OMOP546740	BROAD
89439	21090035	Beclomethasone / formoterol Inhalant Solution	OMOP286036	BROAD
89440	21090035	Beclomethasone / formoterol Inhalant Solution	OMOP286036	BROAD
89443	36250079	azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	1797847	EXACT
89446	46275903	anti-inhibitor coagulant complex Injection [Feiba]	1660000	EXACT
89452	35604514	sugammadex 100 MG/ML Injection	1726998	EXACT
89453	705152	lamotrigine 50 MG Oral Tablet	199322	
89454	705108	lamotrigine 100 MG Oral Tablet	198427	
89455	19135488	lamotrigine 200 MG Disintegrating Oral Tablet [Lamictal]	849050	EXACT
89456	19020051	lamotrigine 25 MG Disintegrating Oral Tablet	198430	EXACT
89457	766923	quetiapine 50 MG Oral Tablet	616487	EXACT
89458	701780	hydroxychloroquine sulfate 300 MG Oral Tablet	2569283	EXACT
89464	1103359	acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet	836395	EXACT
89465	19132843	20 ML lacosamide 10 MG/ML Injection	809974	
89466	704944	methocarbamol 500 MG Oral Tablet	197943	EXACT
89467	35606208	dabigatran etexilate 110 MG Oral Capsule	1723476	
89469	43013026	apixaban 2.5 MG Oral Tablet	1364435	
89470	43013030	apixaban 5 MG Oral Tablet	1364445	
89478	725178	mirtazapine 15 MG Oral Tablet	311725	
89479	725180	mirtazapine 30 MG Oral Tablet	314111	
89480	725179	mirtazapine 45 MG Oral Tablet	311726	
89481	19087394	lacosamide	623400	BROAD
89482	42900407	bosutinib 500 MG Oral Tablet	1307633	
89483	42900403	bosutinib 100 MG Oral Tablet	1307624	
89484	792871	bosutinib 400 MG Oral Tablet	1987732	
89487	42873446	mirabegron 50 MG Extended Release Oral Tablet	1300804	
89493	780446	varenicline 1 MG Oral Tablet	636676	
89494	780444	varenicline 0.5 MG Oral Tablet	636671	
89501	35604569	paroxetine hydrochloride 10 MG Oral Tablet	1738483	EXACT
89502	35604576	paroxetine hydrochloride 20 MG Oral Tablet	1738495	EXACT
89503	35604581	paroxetine hydrochloride 30 MG Oral Tablet	1738503	EXACT
89504	1787123	maraviroc 150 MG Oral Tablet	728223	
89505	1787125	maraviroc 300 MG Oral Tablet	728225	
89511	35606208	dabigatran etexilate 110 MG Oral Capsule	1723476	
89512	40228154	dabigatran etexilate 150 MG Oral Capsule	1037045	
89513	40228161	dabigatran etexilate 75 MG Oral Capsule	1037179	
89518	40241188	ticagrelor 90 MG Oral Tablet	1116635	
89520	46287538	ticagrelor 60 MG Oral Tablet	1666332	
89522	1358436	dasatinib	475342	BROAD
89523	1358436	dasatinib	475342	BROAD
89524	1358436	dasatinib	475342	BROAD
89525	40230579	dasatinib 80 MG Oral Tablet	1045406	
89526	43526430	dimethyl fumarate 240 MG Delayed Release Oral Capsule	1373491	
89527	43526426	dimethyl fumarate 120 MG Delayed Release Oral Capsule	1373483	
89528	1314006	atenolol 100 MG Oral Tablet	197379	
89529	1314008	atenolol 50 MG Oral Tablet	197381	
89530	40930196	cytisine 1.5 MG Oral Tablet	OMOP2128158	EXACT
89531	40239060	abiraterone acetate 250 MG Oral Tablet	1100075	
89534	780444	varenicline 0.5 MG Oral Tablet	636671	
89535	780446	varenicline 1 MG Oral Tablet	636676	
89536	46287538	ticagrelor 60 MG Oral Tablet	1666332	
89537	40241188	ticagrelor 90 MG Oral Tablet	1116635	
89538	40165674	paliperidone Prefilled Syringe	858047	BROAD
89539	40165674	paliperidone Prefilled Syringe	858047	BROAD
89540	35130726	paliperidone 100 MG Prefilled Syringe	OMOP4787974	
89541	42902370	paliperidone palmitate 156 MG/ML Prefilled Syringe	1359483	EXACT
89542	40002762	acetaminophen / phenylephrine Oral Solution	373377	BROAD
89543	19012348	eltrombopag 25 MG Oral Tablet	825421	
89544	19012350	eltrombopag 50 MG Oral Tablet	825427	
89545	40221183	dalbavancin Injection	1806675	BROAD
89546	40241188	ticagrelor 90 MG Oral Tablet	1116635	
89547	46287538	ticagrelor 60 MG Oral Tablet	1666332	
89553	43527029	atorvastatin 10 MG / ezetimibe 10 MG Oral Tablet	1422086	
89554	43527032	atorvastatin 20 MG / ezetimibe 10 MG Oral Tablet	1422093	
89555	43527035	atorvastatin 40 MG / ezetimibe 10 MG Oral Tablet	1422096	
89556	43527038	atorvastatin 80 MG / ezetimibe 10 MG Oral Tablet	1422099	
89557	46287538	ticagrelor 60 MG Oral Tablet	1666332	
89558	40241188	ticagrelor 90 MG Oral Tablet	1116635	
89559	19076374	diazepam 5 MG/ML Injectable Solution	309845	EXACT
89562	1552350	progesterone 200 MG Oral Capsule	312641	EXACT
89571	40240797	ephedrine hydrochloride 3 MG/ML Injectable Solution	1116196	EXACT
89572	40240753	ephedrine hydrochloride 10 MG/ML Injectable Solution	1115983	EXACT
89573	40240844	ephedrine sulfate 30 MG/ML Injectable Solution	1116235	
89574	40221183	dalbavancin Injection	1806675	BROAD
89575	1589573	levonorgestrel 1.5 MG Oral Tablet	483325	
89576	36026847	ezetimibe 10 MG / rosuvastatin 10 MG Oral Tablet	2535750	
89577	36026843	ezetimibe 10 MG / rosuvastatin 20 MG Oral Tablet	2535745	
89578	36026847	ezetimibe 10 MG / rosuvastatin 10 MG Oral Tablet	2535750	
89579	36026843	ezetimibe 10 MG / rosuvastatin 20 MG Oral Tablet	2535745	
89586	40056400	dienogest / ethinyl estradiol Oral Tablet	438963	BROAD
89587	40241188	ticagrelor 90 MG Oral Tablet	1116635	
89588	46287538	ticagrelor 60 MG Oral Tablet	1666332	
89596	40168438	dextroamphetamine sulfate 10 MG Oral Tablet	884385	EXACT
89597	44818186	dextroamphetamine sulfate 20 MG Oral Tablet	1535454	EXACT
89601	40168450	dextroamphetamine sulfate 5 MG Oral Tablet	884386	EXACT
89602	36026844	ezetimibe / rosuvastatin Oral Tablet	2535746	BROAD
89603	36026844	ezetimibe / rosuvastatin Oral Tablet	2535746	BROAD
89604	36026846	ezetimibe 10 MG / rosuvastatin 40 MG Oral Tablet	2535749	
89631	19000921	sulthiame	10240	BROAD
89639	35604576	paroxetine hydrochloride 20 MG Oral Tablet	1738495	EXACT
89643	43013030	apixaban 5 MG Oral Tablet	1364445	
89644	43013026	apixaban 2.5 MG Oral Tablet	1364435	
89646	19074785	carmustine 100 MG Injection	309012	
89650	40168948	eltrombopag 75 MG Oral Tablet	884617	
89651	42708320	eltrombopag 12.5 MG Oral Tablet	1245001	
89652	19012348	eltrombopag 25 MG Oral Tablet	825421	
89653	19012350	eltrombopag 50 MG Oral Tablet	825427	
89661	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	
89662	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	
89667	1115129	naproxen sodium 550 MG Oral Tablet	849431	EXACT
89674	42708082	axitinib 1 MG Oral Tablet	1243004	
89675	42708084	axitinib 5 MG Oral Tablet	1243012	
89690	46275427	piperacillin 2000 MG / tazobactam 250 MG Injection	1659131	EXACT
89696	19096678	valsartan 160 MG Oral Tablet	349201	
89697	40166540	tamsulosin hydrochloride 0.4 MG Oral Capsule	863669	EXACT
89699	44816129	{4 (apremilast 10 MG Oral Tablet) / 4 (apremilast 20 MG Oral Tablet) / 19 (apremilast 30 MG Oral Tablet) } Pack	1492747	
89700	44816129	{4 (apremilast 10 MG Oral Tablet) / 4 (apremilast 20 MG Oral Tablet) / 19 (apremilast 30 MG Oral Tablet) } Pack	1492747	
89701	36887702	Metformin 850 MG / sitagliptin 50 MG Oral Tablet	OMOP988910	
89702	40164891	metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet	861769	EXACT
89703	19127716	nilotinib 200 MG Oral Capsule	746606	
89704	42543818	nilotinib 50 MG Oral Capsule	2002717	
89710	19101779	dexketoprofen 25 MG Oral Tablet	389243	
89728	36407392	eribulin 0.44 MG/ML Injectable Solution	OMOP3099434	
89729	42707649	lurasidone hydrochloride 20 MG Oral Tablet	1235247	EXACT
89730	40231370	lurasidone hydrochloride 40 MG Oral Tablet	1040031	EXACT
89731	36050776	lurasidone 74 MG Oral Tablet	OMOP4982802	
89735	35603040	dexmedetomidine 0.004 MG/ML Injection	1718903	EXACT
89738	1115129	naproxen sodium 550 MG Oral Tablet	849431	EXACT
89741	46287538	ticagrelor 60 MG Oral Tablet	1666332	
89742	40241188	ticagrelor 90 MG Oral Tablet	1116635	
89745	40223727	nilotinib 150 MG Oral Capsule	997653	
89746	19127716	nilotinib 200 MG Oral Capsule	746606	
89747	19080125	latanoprost 0.05 MG/ML Ophthalmic Solution	314072	EXACT
89748	40738875	Magnesium sulfate heptahydrate 200 MG/ML Injectable Solution	OMOP4718403	
89749	36881815	Magnesium sulfate heptahydrate Injection	OMOP989617	EXACT
89754	19131973	candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT]	805863	EXACT
89756	19131518	candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG Oral Tablet	802749	EXACT
89757	40163500	zolpidem tartrate 5 MG Oral Tablet	854876	EXACT
89759	35604437	dexmedetomidine 0.1 MG/ML Injectable Solution	1788947	EXACT
89760	35604514	sugammadex 100 MG/ML Injection	1726998	EXACT
89765	35605482	2 ML ondansetron 2 MG/ML Injection	1740467	EXACT
89766	19070869	ondansetron 2 MG/ML Injectable Solution	283504	EXACT
89767	40241333	rivaroxaban 10 MG Oral Tablet	1114198	
89768	45777059	{42 (rivaroxaban 15 MG Oral Tablet) / 9 (rivaroxaban 20 MG Oral Tablet) } Pack	1549682	
89769	40244444	rivaroxaban 15 MG Oral Tablet	1232082	
89770	40244448	rivaroxaban 20 MG Oral Tablet	1232086	
89772	40176345	dalteparin sodium 2500 UNT/ML Injectable Solution [Fragmin]	978776	EXACT
89773	43526426	dimethyl fumarate 120 MG Delayed Release Oral Capsule	1373483	
89774	43526430	dimethyl fumarate 240 MG Delayed Release Oral Capsule	1373491	
89776	19021575	aspirin 100 MG Delayed Release Oral Tablet	199335	
89778	19132847	lacosamide 100 MG Oral Tablet	809987	
89779	36250122	fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray	1797890	
89783	19003490	ursodiol 250 MG Oral Capsule [Ursofalk]	104187	EXACT
89784	36034831	ursodeoxycholate 500 MG Oral Capsule	OMOP5044849	EXACT
89786	40167556	pazopanib 200 MG Oral Tablet	867502	
89791	36026847	ezetimibe 10 MG / rosuvastatin 10 MG Oral Tablet	2535750	
89792	36026843	ezetimibe 10 MG / rosuvastatin 20 MG Oral Tablet	2535745	
89794	19133311	1.2 ML plerixafor 20 MG/ML Injection	828700	
89796	40239218	linagliptin 5 MG Oral Tablet	1100702	
89821	40165258	rosuvastatin calcium 40 MG Oral Tablet [Crestor]	859421	EXACT
89822	782748	rosuvastatin 15 MG Oral Tablet	OMOP4830582	
89823	782756	rosuvastatin 30 MG Oral Tablet	OMOP4830590	
89824	43526602	brimonidine tartrate 2 MG/ML / brinzolamide 10 MG/ML Ophthalmic Suspension	1421451	
89835	35606208	dabigatran etexilate 110 MG Oral Capsule	1723476	EXACT
89836	40228154	dabigatran etexilate 150 MG Oral Capsule	1037045	
89837	40228161	dabigatran etexilate 75 MG Oral Capsule	1037179	EXACT
89838-PT/H/2825/001/DC	36407392	eribulin 0.44 MG/ML Injectable Solution	OMOP3099434	
89847	19030822	clindamycin 150 MG/ML Injectable Solution	205964	EXACT
89853	1351589	candesartan cilexetil 32 MG Oral Tablet [Atacand]	639543	EXACT
89868	43013026	apixaban 2.5 MG Oral Tablet	1364435	
89869	43013030	apixaban 5 MG Oral Tablet	1364445	
89898	40228154	dabigatran etexilate 150 MG Oral Capsule	1037045	
89903	19102213	aripiprazole 5 MG Oral Tablet	402131	
89904	757690	aripiprazole 10 MG Oral Tablet	349545	
89905	19096776	aripiprazole 15 MG Oral Tablet	349490	
89909	44033226	Bilastine 20 MG Oral Tablet	OMOP1027857	EXACT
89918	19125045	sitagliptin 25 MG Oral Tablet	665038	
89919	19125049	sitagliptin 50 MG Oral Tablet	665042	
89920	19125041	sitagliptin 100 MG Oral Tablet	665033	
89922	1545997	atorvastatin 10 MG Oral Tablet	617312	
89923	19123592	atorvastatin 20 MG Oral Tablet	617310	
89924	21120987	atorvastatin 30 MG Oral Tablet	OMOP361862	
89925	1545996	atorvastatin 40 MG Oral Tablet	617311	
89926	21052381	atorvastatin 60 MG Oral Tablet	OMOP361576	
89927	1545959	atorvastatin 80 MG Oral Tablet	259255	
89937	40241333	rivaroxaban 10 MG Oral Tablet	1114198	
89940	1545997	atorvastatin 10 MG Oral Tablet	617312	
89941	19123592	atorvastatin 20 MG Oral Tablet	617310	
89942	21120987	atorvastatin 30 MG Oral Tablet	OMOP361862	
89943	1545996	atorvastatin 40 MG Oral Tablet	617311	
89944	21052381	atorvastatin 60 MG Oral Tablet	OMOP361576	
89945	1545959	atorvastatin 80 MG Oral Tablet	259255	
89946	46221634	levetiracetam 1500 MG	1605371	EXACT
89947	42873446	mirabegron 50 MG Extended Release Oral Tablet	1300804	
89948	46221634	levetiracetam 1500 MG	1605371	EXACT
89949	978557	indapamide 2.5 MG Oral Tablet	197816	
89950	978557	indapamide 2.5 MG Oral Tablet	197816	
89951	1465839	influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML Injectable Suspension	2709231	EXACT
89953	19106430	chlorthalidone 12.5 MG Oral Tablet	428539	EXACT
89954	1395073	chlorthalidone 25 MG Oral Tablet	197499	EXACT
89955	789581	carbidopa 25 MG / levodopa 100 MG Oral Tablet	197444	
89956	19067300	carbidopa 25 MG Oral Tablet	260260	EXACT
89962	19106315	dienogest 2 MG / ethinyl estradiol 0.03 MG Oral Tablet	428023	
89977	43282256	alginic acid 250 MG / Calcium Carbonate 185 MG / Sodium Bicarbonate 107 MG Chewable Tablet	OMOP569843	
89988	40221183	dalbavancin Injection	1806675	BROAD
89990	40222579	esomeprazole 20 MG / naproxen 500 MG Delayed Release Oral Tablet [Vimovo]	994010	EXACT
90.000	44506611	vortioxetine 10 MG Oral Tablet	1439808	EXACT
90.001	44506621	vortioxetine 15 MG Oral Tablet	1439840	EXACT
90.002	44506612	vortioxetine 20 MG Oral Tablet	1439810	EXACT
90.003	19096753	bicalutamide 150 MG Oral Tablet	349406	
90.004	1344403	bicalutamide 50 MG Oral Tablet	199123	
90.005	42482012	dapagliflozin 5 MG / Metformin 1000 MG Oral Tablet	OMOP418943	
90.006	21061613	dapagliflozin 5 MG / Metformin 850 MG Oral Tablet	OMOP351613	
90.011	42902820	lanreotide 300 MG/ML Prefilled Syringe	1359933	EXACT
90.012	42479679	lanreotide Injection	OMOP417879	BROAD
90.017	44816129	{4 (apremilast 10 MG Oral Tablet) / 4 (apremilast 20 MG Oral Tablet) / 19 (apremilast 30 MG Oral Tablet) } Pack	1492747	
90.018	1125393	acetaminophen 650 MG Oral Tablet	198444	EXACT
90.021	19012348	eltrombopag 25 MG Oral Tablet	825421	
90.022	19012350	eltrombopag 50 MG Oral Tablet	825427	
90.023	40168948	eltrombopag 75 MG Oral Tablet	884617	
90.025	42629346	doxorubicin hydrochloride 2 MG/ML Injection	1790098	EXACT
90.026	45775399	nintedanib 100 MG Oral Capsule	1592742	
90.027	45775405	nintedanib 150 MG Oral Capsule	1592750	
90.032	19017656	lercanidipine 10 MG Oral Tablet	153680	
90.033	19015804	lercanidipine 20 MG Oral Tablet	349485	
90.041	42708090	linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet	1243034	
90.047	19123105	esomeprazole 40 MG Delayed Release Oral Capsule	606730	EXACT
90.048	19123103	esomeprazole 20 MG Delayed Release Oral Capsule	606726	EXACT
90.051	19106768	hydrochlorothiazide 12.5 MG Oral Tablet	429503	EXACT
90.052	19078106	hydrochlorothiazide 25 MG Oral Tablet	310798	EXACT
90.053	19019044	hydrochlorothiazide 50 MG Oral Tablet	197770	EXACT
90.066	743760	venlafaxine 37.5 MG Extended Release Oral Tablet	431737	EXACT
90.070	19078751	ivermectin 3 MG Oral Tablet	311207	
90.071	43031255	Caspofungin 7 MG/ML Injectable Solution	OMOP4846319	
90.072	43031252	Caspofungin 5 MG/ML	OMOP4846316	
90.073	45775399	nintedanib 100 MG Oral Capsule	1592742	
90.074	45775405	nintedanib 150 MG Oral Capsule	1592750	
90.075	19101573	nebivolol 5 MG Oral Tablet	387013	BROAD
90.076	1332418	amlodipine	17767	
90.077	1750501	clarithromycin 250 MG Oral Tablet	197516	
90.078	36250079	azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	1797847	EXACT
90.080	1750562	clarithromycin 500 MG Oral Tablet	197517	
90.081	1592856	metronidazole 5 MG/ML Injection	1863332	EXACT
90.082	40222086	bupropion hydrochloride 300 MG Extended Release Oral Tablet [Wellbutrin]	993565	EXACT
90.083	40222068	bupropion hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin]	993529	EXACT
90.087	734396	pregabalin 50 MG Oral Capsule	483448	
90.088	19112670	pregabalin 150 MG Oral Capsule	483440	
90.089	734392	pregabalin 300 MG Oral Capsule	483444	
90.090	19112671	pregabalin 75 MG Oral Capsule	483450	
90.092	40018603	calcifediol Oral Capsule	366196	BROAD
90.094	43717820	bortezomib 2.5 MG Injection	OMOP777757	
90.095	42902992	liraglutide 6 MG/ML Pen Injector	1360105	EXACT
90.098	42902992	liraglutide 6 MG/ML Pen Injector	1360105	EXACT
90.103	725178	mirtazapine 15 MG Oral Tablet	311725	
90.104	725180	mirtazapine 30 MG Oral Tablet	314111	
90.106	42873446	mirabegron 50 MG Extended Release Oral Tablet	1300804	
90.113	1503529	0.3 ML lanreotide 300 MG/ML Prefilled Syringe	749817	EXACT
90.114	19019072	ibuprofen 400 MG Oral Tablet	197805	
90.115	1351588	candesartan cilexetil 16 MG Oral Tablet [Atacand]	639539	EXACT
90.116	1351589	candesartan cilexetil 32 MG Oral Tablet [Atacand]	639543	EXACT
90.117	1351585	candesartan cilexetil 4 MG Oral Tablet [Atacand]	577785	EXACT
90.118	1351586	candesartan cilexetil 8 MG Oral Tablet [Atacand]	577787	EXACT
90.121	43527029	atorvastatin 10 MG / ezetimibe 10 MG Oral Tablet	1422086	
90.122	43527032	atorvastatin 20 MG / ezetimibe 10 MG Oral Tablet	1422093	
90.123	43527035	atorvastatin 40 MG / ezetimibe 10 MG Oral Tablet	1422096	
90.124	43527038	atorvastatin 80 MG / ezetimibe 10 MG Oral Tablet	1422099	
90.129	968426	mesalamine	52582	BROAD
90.137	1465811	influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Pr...	2709120	BROAD
90.138	19077547	gabapentin 100 MG Oral Capsule	310430	
90.139	19077548	gabapentin 300 MG Oral Capsule	310431	
90.140	19077549	gabapentin 400 MG Oral Capsule	310432	
90.147	43014239	pomalidomide 1 MG Oral Capsule	1369718	
90.148	43014243	pomalidomide 2 MG Oral Capsule	1369726	
90.149	43014247	pomalidomide 3 MG Oral Capsule	1369730	
90.150	43014251	pomalidomide 4 MG Oral Capsule	1369734	
90.151	19073584	ascorbic acid 100 MG/ML Injectable Solution	308376	EXACT
90.152	40241188	ticagrelor 90 MG Oral Tablet	1116635	
90.153	46287538	ticagrelor 60 MG Oral Tablet	1666332	
90.154	19018901	colchicine 0.5 MG Oral Tablet	197540	
90.158	19098164	voriconazole 200 MG Injection	351209	
90.173	19101779	dexketoprofen 25 MG Oral Tablet	389243	
90.180	19012348	eltrombopag 25 MG Oral Tablet	825421	
90.181	19012350	eltrombopag 50 MG Oral Tablet	825427	
90.182	40168948	eltrombopag 75 MG Oral Tablet	884617	
90.185	43014247	pomalidomide 3 MG Oral Capsule	1369730	
90.187	19075601	clopidogrel 75 MG Oral Tablet	309362	
90.189	19012348	eltrombopag 25 MG Oral Tablet	825421	
90.190	40168948	eltrombopag 75 MG Oral Tablet	884617	
90.191	19012350	eltrombopag 50 MG Oral Tablet	825427	
90.194	19020127	betahistine 16 MG Oral Tablet	251259	
