ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/00/132/028	EMEA/H/C/000329	100 micrograms	Powder and solvent for solution for injection	Subcutaneous use	Powder: vial (glass) Solvent: ampoule (glass)	0.7 ml (100 μg/0.5 ml)	12 vials + 12 ampoules + 12 injection sets	ViraferonPeg
EU/1/00/132/029	EMEA/H/C/000329	120 micrograms	Powder and solvent for solution for injection	Subcutaneous use	Powder: vial (glass) Solvent: ampoule (glass)	0.7 ml (120 μg/0.5 ml)	12 vials + 12 ampoules + 12 injection sets	ViraferonPeg
EU/1/00/132/030	EMEA/H/C/000329	150 micrograms	Powder and solvent for solution for injection	Subcutaneous use	Powder: vial (glass) Solvent: ampoule (glass)	0.7 ml (150 μg/0.5 ml)	12 vials + 12 ampoules + 12 injection sets	ViraferonPeg
EU/1/00/132/031	EMEA/H/C/000329	50 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (50 μg/0.5 ml)	1 pen + 1 injection needle + 2 cleansing swabs	ViraferonPeg
EU/1/00/132/032	EMEA/H/C/000329	50 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (50 μg/0.5 ml)	4 pens + 4 injection needle + 8 cleansing swabs	ViraferonPeg
EU/1/00/132/034	EMEA/H/C/000329	50 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (50 μg/0.5 ml)	12 pens + 12 injection needle + 24 cleansing swabs	ViraferonPeg
EU/1/00/132/035	EMEA/H/C/000329	80 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (80 μg/0.5 ml)	1 pen + 1 injection needle + 2 cleansing swabs	ViraferonPeg
EU/1/00/132/036	EMEA/H/C/000329	80 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (80 μg/0.5 ml)	4 pens + 4 injection needle + 8 cleansing swabs	ViraferonPeg
EU/1/00/132/038	EMEA/H/C/000329	80 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (80 μg/0.5 ml)	12 pens + 12 injection needle + 24 cleansing swabs	ViraferonPeg
EU/1/00/132/039	EMEA/H/C/000329	100 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (100 μg/0.5 ml)	1 pen + 1 injection needle + 2 cleansing swabs	ViraferonPeg
EU/1/00/132/040	EMEA/H/C/000329	100 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (100 μg/0.5 ml)	4 pens + 4 injection needle + 8 cleansing swabs	ViraferonPeg
EU/1/00/132/042	EMEA/H/C/000329	100 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (100 μg/0.5 ml)	12 pens + 12 injection needle + 24 cleansing swabs	ViraferonPeg
EU/1/00/132/043	EMEA/H/C/000329	120 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (120 μg/0.5 ml)	1 pen + 1 injection needle + 2 cleansing swabs	ViraferonPeg
EU/1/00/132/044	EMEA/H/C/000329	120 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (120 μg/0.5 ml)	4 pens + 4 injection needle + 8 cleansing swabs	ViraferonPeg
EU/1/00/132/046	EMEA/H/C/000329	120 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (120 μg/0.5 ml)	12 pens + 12 injection needle + 24 cleansing swabs	ViraferonPeg
EU/1/00/132/047	EMEA/H/C/000329	150 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (150 μg/0.5 ml)	1 pen + 1 injection needle + 2 cleansing swabs	ViraferonPeg
EU/1/00/132/048	EMEA/H/C/000329	150 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (150 μg/0.5 ml)	4 pens + 4 injection needle + 8 cleansing swabs	ViraferonPeg
EU/1/00/132/050	EMEA/H/C/000329	150 micrograms	Powder and solvent for solution for injection	Subcutaneous use	pre-filled pen (cartridge, glass)	0.5 ml (150 μg/0.5 ml)	12 pens + 12 injection needle + 24 cleansing swabs	ViraferonPeg
